name,latitude,longitude
Akorai,35.39791,73.06586
Akori,33.16774,71.21106
Akra,32.87806,70.63778
Akram Banda,33.38228,70.60492
Akram Khan,34.34083,71.92201
Akram Khan Kall,33.04284,70.77509
Akramabad,33.98524,71.57089
Akramabad,34.46689,71.96481
Akramwala,32.6945,70.80511
Akroi,35.34041,71.61382
Akru Wahan,32.35,71.21667
Aksh,36.42032,72.54643
Ala Khan Banda,34.351,72.03604
Alachi,34.45231,71.4296
Alagram,34.78701,72.68035
Alahi Mang,34.53345,73.24744
Alai,34.36196,72.28145
Alai,34.81708,73.12092
Alakul,35.12196,71.94199
Alam,33.99803,72.90486
Alam Beg,34.45743,71.353
Alam Gudar,33.89667,71.42667
Alam Gul Khel,32.97906,70.99521
Alam Kalay,34.45818,71.04277
Alam Khan,32.83755,70.67455
Alam Khan,32.94778,70.71278
Alam Khan Banda,34.35459,72.31662
Alam Khan Kalle,33.02953,70.77471
Alam Khan Kalle,34.25956,71.91102
Alam Khan Kalle,34.43038,71.9915
Alam Khel,32.63794,69.516
Alam Khel,33.68722,71.66365
Alam Khel,33.18718,71.17082
Alam Khel Kas,33.78737,70.72339
Alam Khelan,32.81274,70.6597
Alam Kili,33.81938,71.38609
Alam Kot,32.95611,70.29395
Alam Shah Khel,32.52578,70.96092
Alam Sher,33.85113,70.1696
Alam Sheri,32.98038,70.92541
Alam Tan Koruna,34.34526,71.78975
Alamabad,33.54057,71.05196
Alamdar,33.04059,70.7076
Alamdin Garhi,33.47998,71.61913
Alamganj,34.89822,72.44656
Alamganj,34.45509,72.07495
Alami Banda,34.6626,72.74431
Alami Banda,34.61171,72.65234
Alamkas,33.90969,70.14537
Alanda Koruna,34.22063,71.54484
Alar,35.18098,72.5177
Alari Gam,33.76799,71.30519
Alawal Khel,32.38467,70.90089
Alazai Sar,33.90907,70.63484
Albogh Kalle,33.01419,70.83073
Aldo,33.98057,72.58068
Aleiah,35.12696,74.01052
Alf Khel,33.07036,71.2572
Algad Banda,33.28476,70.90672
Algada Khullah,33.16262,70.73508
Algadai,33.75957,71.45403
Algadi,34.01253,71.06667
Algram,34.48239,72.67951
Ali Baba Ziarat,34.16552,71.38439
Ali Bacha,32.14504,70.14153
Ali Baig,33.99445,71.74256
Ali Banda,32.34679,71.11029
Ali Banda,35.00962,71.61561
Ali Dadi Banda,34.80794,72.12272
Ali Gasar,35.19843,72.10183
Ali Gul Kalle,33.20787,70.70302
Ali Haider Kalle,34.25142,71.9208
Ali Jan,33.85321,71.38771
Ali Jan,34.27191,71.74706
Ali Jan,34.77549,72.98265
Ali Jan,34.78429,72.91188
Ali Jan Kalle,34.71579,71.513
Ali Jan Koruna,34.29373,71.76238
Ali Jan Koruna,34.27962,71.7512
Ali Kalle,33.83031,70.14495
Ali Kech,33.42502,71.15896
Ali Khan,32.30013,71.15304
Ali Khan,34.61638,72.60234
Ali Khan,32.47687,70.0663
Ali Khan,33.98912,72.96742
Ali Khan Bānda,32.62083,70.98333
Ali Khan Garhi,33.73342,70.7827
Ali Khan Khel,33.32746,71.27648
Ali Khan Patai,34.48188,71.60045
Ali Khel,32.98424,70.00262
Ali Khel,32.74515,70.4298
Ali Khel,33.03294,70.56229
Ali Khel,33.73658,71.61197
Ali Khel,32.81268,70.53035
Ali Khel,33.13036,71.32742
Ali Khel,32.9405,70.29231
Ali Khunai,33.08184,69.6021
Ali Masjid,34.01761,71.26882
Ali Masjid,34.01362,72.80428
Ali Mast,34.66998,72.04736
Ali Mast Kalle,33.74764,71.63304
Ali Muhammad,34.01306,72.14056
Ali Muhammad Garhi,34.13196,71.48676
Ali Muhammad Khel,33.91573,70.90742
Ali Muhammad Kili,34.16084,71.41895
Ali Muhammd Sam,33.9118,70.27647
Ali Punga,32.56155,69.89917
Ali Qasim Kili,33.83125,70.05818
Ali Raza Banda,33.03052,70.93543
Ali Shah,34.05311,71.73808
Ali Sharila,34.83229,73.01339
Ali Sher,34.56075,71.32631
Ali Sher,34.74943,73.18722
Ali Sherin,33.93803,70.01409
Ali Zai,33.76141,70.64545
Ali Zai,34.10215,71.53642
Ali Zai,33.95376,69.94396
Ali di Bandi,34.17859,73.10021
Alia,34.62281,73.38446
Aliabad,34.13592,73.46354
Aliabad,36.76162,72.95312
Alian Dheri,34.19041,71.70056
Alidad Kalle,33.82012,70.14524
Alif Khan Banda,34.29694,71.70639
Alif Khan Kalle,34.04497,71.59177
Aligai,34.62823,72.73276
Aligai,34.99266,72.48493
Aligaper,32.85861,70.65806
Aligram,34.9868,72.32022
Aligrama,34.80068,72.31424
Aligran,34.32343,73.01215
Alim Khan,32.87195,70.63906
Alim Khel,33.22883,70.49315
Alim Shah,32.99715,70.91497
Alima,34.71764,72.83579
Alimast,34.86424,72.03848
Alish Banda,35.05639,72.17839
Aliyan Lasht,36.6192,72.99196
Alizai,33.61684,71.29495
Alizai,34.09031,72.0827
Alizai,33.53613,70.34607
Alizai,33.94454,71.54972
Alkae,34.63711,73.2116
Allah,35.18904,71.85877
Allah Dad Kalle,33.97686,71.37086
Allah Dad Khel,34.21531,71.63408
Allah Dad Patai,33.9011,70.25175
Allah Dhand,33.89575,71.27611
Allah Dhand,34.61331,72.01679
Allah Khel,32.88881,70.58962
Allah Yar Khan Garhi,33.6016,71.28186
Allahabad,34.84858,72.44466
Allahdad,32.87217,70.59668
Allahdad Banda,32.95511,70.96448
Allahdad Khan,32.98062,70.56679
Allahdad Kot,31.8335,70.17653
Allahdad Masai,33.73011,70.6745
Allahdad Mughal Khel,32.8144,70.7693
Allahdher,33.95167,72.2703
Allai,35.01995,73.00111
Allai,34.3005,73.07863
Allo,34.43378,72.05777
Allāhdad,32.71389,70.86389
Almanga,33.92815,70.25834
Almari Khel Kalle,32.45721,70.43173
Almas,35.15636,72.07446
Almas Haji,34.6261,71.23338
Almas Kalle,34.28337,71.84527
Almir,34.23222,71.56284
Almunwala,32.28921,71.15996
Alo Manrai,32.44953,70.21692
Aloch,34.73911,72.68424
Aloda Bagla,34.13346,73.46889
Alogai,34.70584,72.73862
Alower Banda,32.95742,71.06623
Alpurai,34.92039,72.63265
Alpuri,34.90455,72.64247
Alu,34.54586,72.5541
Alu Banda Dheri,34.21299,72.36861
Alu Dheri,34.7399,71.61198
Alu Ghundai,34.75269,71.33823
Alu Kili,34.14799,71.46494
Aluli,34.08453,72.97463
Alwai,35.20521,73.17954
Alwar Kalle,33.28174,70.77517
Alwara Dhok,33.44407,71.82706
Alwara Gwada,33.73276,70.77056
Alwara Mela,33.4759,70.90939
Alwarai,35.12421,72.31528
Ama Khel,32.38281,70.52328
Amal Gul Kalle,33.62743,71.77174
Amal Khan Korouna,33.22577,71.53647
Amal Khel,32.98799,70.78666
Amamkot,33.78202,70.20597
Aman Darra,33.75238,71.03667
Aman Derai,34.70702,72.67299
Aman Garh,34.00584,71.92971
Aman Garh,34.29013,72.24229
Aman Garh Colony,34.00471,71.93352
Aman Khan Kalle,34.21344,71.84712
Aman Kot,34.65844,71.61447
Aman Kot,34.37087,72.3645
Aman Kot,33.29083,70.88841
Aman Kot,34.76369,72.35023
Aman Kot,34.03497,71.78116
Aman Kot,34.34809,72.38075
Aman Kot,34.53791,71.20278
Aman Kot,34.26237,72.43721
Aman Kot,34.08659,72.12753
Aman Mela,31.73841,70.18658
Aman Shah,34.36651,71.87378
Aman Shah Kalle,33.9303,70.1319
Amanabad,34.22975,71.73504
Amanat,34.81252,71.39641
Amandara,34.62186,71.98851
Amanga,33.77804,70.78716
Amankot,34.77031,71.56883
Amanpura,33.77519,72.21259
Amanullah Garhi,34.0562,71.54142
Amanzai,34.07147,71.4286
Amazo Karo,34.40719,72.58838
Amb,34.30968,72.85187
Amba Dher,34.18772,71.6609
Ambar,34.04944,72.41828
Ambar,31.55762,70.04174
Ambar Banda,33.58598,71.39198
Ambar Dheri,34.05278,72.41667
Ambar Khana,34.95889,71.50917
Ambar Shah,32.96243,70.59778
Ambarzai,34.7882,71.86255
Ambela,34.00833,72.025
Ambela,34.39846,72.47751
Ambela Kalla,34.4339,72.45137
Ame Zhawar Kili,32.51237,69.74494
Amgah,33.90753,72.71061
Amgah,34.15127,73.00702
Amil Banda,32.88333,71.03333
Amin Banda,34.45187,72.02297
Amin Jabu Khel,32.75221,70.75708
Amin Jan Kalle,34.13938,71.77962
Amin Shah,32.40968,69.46685
Aminabad,34.7022,73.11899
Aminabad,33.98081,71.55449
Aminabad,35.08172,72.40136
Amir,34.07735,71.50447
Amir,33.83693,72.01101
Amir Akbar Khan,34.38915,71.81524
Amir Akbar Shah,34.45084,71.83894
Amir Ali Khel,32.16281,71.0044
Amir Azam,32.756,70.56422
Amir Dad,32.89532,70.64561
Amir Gul,34.31832,71.81824
Amir Jan,32.48833,69.96083
Amir Kalam,32.70971,70.47176
Amir Khan,34.2627,71.72571
Amir Khan Kalle,34.10001,72.16004
Amir Khan Kili,34.10343,71.17644
Amir Khel,33.74413,71.61941
Amir Kot,34.27205,72.15474
Amir Par,34.79064,72.15865
Amir Sharin Kalle,32.93373,70.48367
Amir Wanda,32.56244,71.00017
Amirabad,34.50269,72.47853
Amirabad,34.18729,73.09078
Amirabad,34.22909,71.57398
Amirano Kalle,34.32025,71.72846
Amirdad,32.93917,70.60639
Amirwala Ban,33.8606,72.84096
Amirzada,32.47921,70.06695
Amjad Colony,34.02958,71.59902
Amlak Darra,34.7335,71.87508
Amlalia,34.16741,73.06549
Amlok,33.74082,70.52517
Amlok Darra,34.77864,72.06095
Amlok Tangai,34.81698,72.22719
Amluk,34.62097,73.27291
Amluk,34.32852,72.7031
Amluk,35.07952,72.39835
Amluk Banda,34.84065,71.95718
Amluk Banda,35.10274,71.9031
Amlukbanr,35.07254,72.51352
Amlukbanr,34.89674,72.39516
Amlukdarra,34.65042,72.2807
Amluke,34.88139,72.9905
Amluknar,35.10213,71.90003
Amluktal Banda,34.90329,72.23402
Amnawar,34.51106,72.55766
Amrai Payon,34.25713,72.69649
Amrait,35.19253,72.14108
Amral Bala,34.2578,72.68746
Amraz Talao,33.78761,71.60348
Amrezo,33.81405,70.56463
Amri Khel,33.83003,70.8469
Amrol,34.02365,73.48988
Amunet,36.56602,72.48616
Amzakhel Mela,31.95333,69.95083
Amzarai Gudr,33.85582,71.39007
Amzari Tang Bala,33.73472,71.9144
Amzari Tang Payan,33.74359,71.92786
Amzial,35.43524,73.17894
Amīri Kili,34.16944,72.3625
Ana Mela,33.98565,70.09211
Anai,33.93104,70.96395
Anak,34.19317,72.45279
Anak,34.57506,72.57634
Anakur,35.54192,72.55656
Anam Banda,34.58992,71.80292
Anangura,35.17656,71.81506
Anangurai,34.7317,72.14875
Anangurai Tal,34.87033,72.07822
Anapia,34.89757,71.67539
Anar,35.43505,72.28849
Anar Banda,33.21057,70.98568
Anar China,33.37821,71.01695
Anargai,34.53037,71.02867
Anarwala,34.57171,73.04185
Anarwali,34.60265,73.08847
Anat,34.41119,72.37931
Anati Kili,33.08972,69.67252
Anayat Abad,34.43024,73.22171
Anb,33.34781,73.70959
And Khel Bala,33.78011,71.14532
And Khel Payan,33.7754,71.16661
Andakai,33.06442,71.36344
Andala,35.31556,73.1617
Andapar,34.10502,72.25128
Andar Payan,33.65398,70.65759
Andar Sher,34.01089,71.57639
Andarai,34.17824,71.70973
Andarai,33.79498,71.46005
Andarai Kats,33.0775,70.73028
Andari,32.27369,70.62384
Andarla Doga,34.1236,72.98513
Andarwali,33.34412,73.58553
Andera,34.84235,71.83507
Anderi,34.75934,71.32528
Andhera Bela,34.60308,73.53025
Andhera Bela,34.84619,73.55456
Andhti,36.01963,71.73711
Andora,34.7459,72.61369
Andra Ghuah,36.4928,72.52277
Andrasi,34.58804,73.26412
Androsh Ghari,35.93334,71.45207
Andwir Ghari,35.82427,72.10111
Ane Zhawar,32.52071,69.74674
Angar,34.88392,71.43072
Angar Khei,34.17228,71.76596
Angarbain,34.44364,72.88325
Angarike,35.70088,71.85906
Angarkas,34.48164,71.40064
Anghapur,34.49721,72.39734
Anghezha,31.76188,70.03043
Angorabad,34.20238,72.64603
Angro Bara Band,34.33377,71.791
Angur Kor,34.18736,71.48014
Angurai,33.8803,70.27585
Angurai,34.8393,71.65316
Angurai,34.74543,71.72957
Anguri Mela,33.97695,71.2458
Anir Khel,33.23947,70.49091
Anisar,35.2378,72.51864
Anish Gum,35.73343,71.61909
Anishgram,35.7011,71.69406
Anja,34.96984,72.82273
Anjan,34.37391,71.93472
Anjanri,33.78087,71.11204
Anjanri,33.84576,71.22506
Anjar Dheri,34.23712,72.2906
Anjghale,33.72031,70.83754
Anjukai,34.64709,71.61418
Ankar,33.30231,73.6126
Anmar Kalan,31.52339,70.00736
