name,latitude,longitude
Faizabad,33.66327,73.07762
Farash,33.64862,73.18811
Farash Town,33.65157,73.20293
Fazalabad,33.61428,72.98728
Gagal Pani,33.75585,73.09798
Gaghar,33.58501,73.1869
Gaghari,33.56395,73.17871
Gandhian,33.72757,73.02267
Garh,33.70239,72.98657
Garha Shahan,33.52875,73.13817
Gasota,33.65526,73.30567
Gawala Colony,33.67911,73.12064
Ghagriot,33.66501,73.11756
Ghahan,33.66768,73.02979
Ghea,33.72247,72.98459
Ghorabaz,33.67186,73.19175
Giddar Kotha,33.71667,73.05
Gohra Mast,33.61364,73.2797
Gokni Kalan,33.78034,73.08768
Golra,33.69544,72.97715
Golra Mor,33.62685,72.97076
Gorian Nachoi,33.68203,72.88569
Gosha e Mashal,33.67214,73.10571
Gurha Sardar,33.63296,73.16339
Haidriabad,33.68257,73.3167
Haji Camp,33.61677,72.97219
Haran Maira,33.59049,73.17746
Hardo Gehr,33.57503,73.2363
Harno,33.65977,73.23177
Hon Dhamiāl,33.54789,73.21977
Humak,33.53796,73.12618
Iran Colony,33.73498,73.12867
Islamabad,33.72148,73.04329
Jab,33.73875,73.11854
Jaba Teli,33.64592,73.13457
Jabba,33.61732,73.30104
Jabbi,33.75469,73.14432
Jabbi Gakhran,33.57744,73.27704
Jagiot,33.67355,73.21364
Jandala,33.5723,73.2272
Jandala,33.72799,73.28199
Jandgaran,33.71822,73.28911
Jandi Rajgan,33.60193,73.25467
Jang Saiyidan,33.64305,73.2121
Jhanek,33.59255,73.2542
Jhang Bangial,33.7557,73.16161
Jhangi Saiydan,33.62531,72.94453
Jiddah Town,33.52002,73.1486
Justice Colony,33.74233,73.08761
Kadhiri,33.72352,73.00854
Kaeth,33.67972,73.34414
Kahial,33.70471,73.0311
Kaho Buta,33.59317,73.26774
Kak,33.54233,73.17506
Kalal,33.68659,73.32209
Kalanjar,33.72826,73.01838
Kaliah,33.63681,73.27532
Kalial,33.53333,73.21667
Kalian,33.68998,73.3006
Kalian,33.72288,73.2614
Kamalpur,33.74345,73.11268
Kangota Komeran,33.54991,73.22748
Kangota Saiyidan,33.57278,73.21523
Kangrian,33.77883,73.0425
Kanial,33.71456,73.02342
Karal,33.60532,73.139
Karlot,33.78884,73.2274
Kartal Pakhral,33.68059,73.14858
Katarian,33.71667,73.1
Kathril,33.59298,73.21545
Khadiot,33.58032,73.25968
Khadre,33.64201,73.1647
Khaian,33.75242,73.10679
Khan Akbar Town,33.63932,73.11289
Khanna,33.63102,73.12287
Khatar,33.67442,73.01265
Khurd,33.77247,73.06821
Khured,33.56271,73.19355
Kijnah,33.68619,73.3585
Kirpa,33.6228,73.23799
Koh-i-Noor,33.61679,72.98187
Koka,33.68901,73.01186
Korak,33.67125,73.00488
Kortana,33.51272,73.16371
Kot Hathial,33.74742,73.17981
Kotha,33.61998,73.26235
Kund,33.54084,73.11019
Kurang,33.73171,73.17898
Kuri,33.68068,73.17983
Labour Colony,33.73714,73.11169
Ladhot Saiyidan,33.58315,73.26156
Lakhwal,33.69896,73.14339
Lamiadhanan,33.70815,72.95215
Langrah,33.67844,73.27878
Las,33.75137,73.12727
Las,33.64541,73.28835
Lawyers Colony,33.54678,73.09989
Libana,33.70281,72.90252
Lodda,33.65946,73.02406
Lohi Behr,33.5817,73.16356
Lok Virsa,33.68861,73.07279
Mahalla Kumharan,33.75241,73.23039
Maida Halim,33.68942,73.03963
Maira,33.67101,72.97826
Maira,33.64785,73.29145
Maira Begwal,33.74168,73.26585
Maira Beri,33.70168,72.97784
Maira Chaudhrian,33.5239,73.18289
Maira Sambal Jafar,33.66132,72.97459
Mal,33.70107,73.21847
Malachh,33.77508,73.20973
Malata,33.76757,73.2536
Malhas,33.7,73.06667
Malka,33.7,73.05
Malka Kala,33.64572,73.30036
Malot,33.70876,73.21475
Malpur,33.72861,73.146
Malwari,33.78122,73.10066
Mandiala,33.76126,73.11484
Mandla,33.76594,73.17256
Mang Nawan,33.6463,73.28214
Mangial,33.78904,73.20221
Mari,33.6364,73.28021
Mastal,33.66577,73.03387
Mawah,33.69494,73.29535
Mehrān Nine,33.7153,73.0182
Mehrān-Eight,33.725,73.032
Mehrān-Seven,33.729,73.0447
Melody,33.71636,73.08087
Mera Aku,33.67718,72.96823
Miana Thob,33.55985,73.26
Mitha,33.7589,73.13465
Mochi Mohra,33.67662,73.11174
Model Town,33.5409,73.15163
Model Village Park,33.67191,73.14015
Mohra,33.64245,73.28199
Mohra,33.68873,73.27822
Mohra Darzian,33.64108,73.2768
Mohra Jejan,33.69141,73.1536
Mohra Murad,33.77745,73.09119
Mohra Nagial,33.53805,73.11918
Mohra Nur,33.69489,73.16311
Mohra Telian,33.71667,73.05
Mohri Gakkharan,33.69227,73.02805
Mohri Zamindaran,33.58949,73.25655
Mohrian,33.67636,73.18557
Morian,33.6796,73.1136
Mouri Syedan,33.6606,73.36522
Mughal,33.54542,73.24681
Muhammadia Saifia,33.65172,72.88623
Muslim Colony,33.73673,73.11074
Nagazi,33.66702,73.211
Naj Abadi,33.74158,73.1894
Nakota,33.73131,73.28148
Naksar,33.75682,73.11452
Nam Saiyidan,33.58209,73.28586
Nara,33.72797,73.25643
Narala,33.73876,73.12009
Naril,33.74543,73.12861
Nasirabad,33.62112,72.98344
Nathu,33.559,73.12
Naugazi,33.61938,72.87773
Naurola,33.733,73.1162
Naval Colony,33.72209,73.03862
Navel Colony,33.5702,73.19967
New Iqbal Town,33.65034,73.10746
Niazian,33.54129,73.16723
Nilor,33.65145,73.25654
Nun,33.58869,72.92152
Nurpur Shahan,33.74697,73.11277
Ojhri Khurd,33.66754,73.09299
Padhana Kalan,33.61925,72.90991
Padu,33.80511,73.1541
Pag,33.5921,73.14772
Pakistan Air Force Colony,33.71947,73.01786
Palali,33.72162,73.28486
Pandori Hathali,33.60383,73.29008
Pandori Kalan,33.649,73.1216
Pandori Saiyidan,33.60141,73.28722
Panjgran,33.64285,73.19281
Panwal,33.58783,73.15871
Pari,33.70937,72.96611
Parliament Lodges,33.72649,73.09332
Partal,33.64087,73.20527
Pharati,33.55119,73.25059
Pharwala,33.62006,73.29994
Phulgran,33.74747,73.2218
Phulwari,33.75166,73.14267
Piath,33.70229,73.35761
Pija,33.60177,73.23516
Pind,33.68829,73.27161
Pind Begwal,33.71299,73.24435
Pind Da Galla,33.66425,73.30031
Pind Daiyan,33.59235,73.18643
Pind Huna,33.60255,72.93971
Pind Malkan,33.59353,73.26279
Pind Parachha,33.63469,72.93662
Pind Sangral,33.70178,72.93088
Pind Tarkhanan,33.63946,73.24014
Pindori,33.65562,73.11863
Piracha Town,33.66005,72.89019
Police Colony,33.56427,73.13024
Post Office Colony,33.62922,72.97416
Prime Minister Colony,33.72793,73.11673
Public Works Development Block,33.68524,73.0243
Puna Faqiran,33.66991,73.10835
Qasimabad,33.61859,72.99099
Rajabad,33.61889,72.99815
Rajwal,33.51673,73.13806
Rakh,33.65685,73.29502
Ramli,33.77135,73.13584
Ramna Eight-One,33.6889,73.0479
Ramna Eight-Three,33.7021,73.0525
Ramna Eight-Two,33.7007,73.0394
Ramna Eleven-Four,33.6677,73.0087
Ramna Eleven-One,33.6613,72.9963
Ramna Eleven-Three,33.6766,73.002
Ramna Eleven-Two,33.67,72.9904
Ramna Five,33.7246,73.1035
Ramna Nine-Four,33.6867,73.0414
Ramna Nine-One,33.6852,73.0288
Ramna Nine-Three,33.6962,73.0352
Ramna Nine-Two,33.6916,73.0291
Ramna Seven-Four,33.7052,73.0761
Ramna Seven-Three,33.7184,73.0689
Ramna Seven-Two,33.7073,73.0588
Ramna Six-Four,33.7141,73.0932
Ramna Six-One,33.7093,73.0824
Ramna Six-Two,33.7177,73.0789
Ramna Ten-Four,33.679,73.0243
Ramna Ten-One,33.6728,73.0133
Ramna Ten-Three,33.6861,73.0176
Ramna Ten-Two,33.6797,73.0069
Ramna-Eight,33.6948,73.0524
Ramna-Eleven,33.6706,72.9997
Ramna-Nine,33.6906,73.0354
Ramna-Seven,33.7042,73.0695
Ramna-Ten,33.6797,73.0167
Ranias,33.79797,73.1454
Ratta Hotar,33.75045,73.1001
Rawal Dam Colony,33.69005,73.11935
Rawal Town,33.68491,73.11784
Rehara,33.69182,73.17232
Rehra,33.7052,72.9537
