name,latitude,longitude
Ahmadwala,30.81323,70.90888
Ahmadwala,30.48965,71.19666
Ahmadwala,31.10182,73.59655
Ahmadwala,30.63046,71.72291
Ahmadwala,30.95269,71.84682
Ahmadwala,30.98611,71.33056
Ahmadwala,30.72917,71.0125
Ahmadwala Khu,27.96145,71.86306
Ahmadwala Khu,32.16242,71.40614
Ahmadwala Khu,30.25973,71.57984
Ahmadwali,29.55,71.14583
Ahmadwali,30.25556,71.30556
Ahmadwali,28.79344,70.4623
Ahmadwāla,30.49167,71.225
Ahmed Baghela,30.68693,72.81611
Ahmed Bakhsh,29.73519,73.16057
Ahmed Bakhsh,29.69418,73.18419
Ahmed Khanwala Khu,29.73196,71.75258
Ahmed Shah da Dera,32.32374,72.69427
Ahmed Sherkhanwala,31.00593,71.39661
Ahmedabad,31.07591,72.07182
Ahmedabad,33.5695,73.0268
Ahmedpura,29.61178,73.21363
Ahmedwala,31.04257,71.36614
Ahmedwala,29.66926,71.98768
Ahmedwala,31.14436,71.45012
Ahmedwala,31.03343,72.23187
Ahmun Chimma,30.6361,74.11498
Ahmuwala Khu,29.2279,70.45006
Ahsan Kacha,31.33881,70.89682
Ahsanabad,29.07815,70.30849
Ahsanabad,32.36433,74.71475
Ahsanpur,30.64471,70.95752
Ahsanpur,30.22661,70.69882
Ahsanwala,30.18615,70.64227
Ahsanwala,30.6873,70.97711
Ahsanwala,30.59912,70.89594
Ahsanwala Khu,31.32893,73.81369
Ahsanwala Khu,29.65465,72.37789
Ahwala,29.91321,70.94331
Aidil,32.46512,73.35574
Aidrian,29.5631,71.44246
Aidulpur,32.01429,73.16481
Aijuwala,33.59822,72.60141
Ail,33.5658,73.46278
Ailampur,30.36474,71.56718
Ailwala,30.55139,70.73333
Aima,30.35585,71.79819
Aima,32.65616,74.51597
Aima Jattan,32.95733,73.71143
Aima Maira,32.78863,72.56426
Aima Pathanan,33.02226,73.74313
Aima Saidan,32.19283,75.25275
Aima Shahji,32.94946,73.87239
Aima Shekhan,32.18769,75.23096
Aimalpur Kalan,32.66406,74.56996
Aimalpur Khurd,32.65955,74.56444
Aimawala,30.31242,71.56899
Ain Wahan,29.52576,71.84355
Ainbuwala,31.54845,72.75643
Aino Bajwa,32.09267,74.75835
Aino ka Chak,30.93604,73.46977
Ainoke,31.06667,73.41667
Ainowali,32.21667,74.95
Ainu,31.93315,72.13975
Ainwala,30.27083,71.1875
Ainwan,32.92526,71.63182
Airian,32.26133,74.9317
Airian Ali Ban,33.44181,72.92515
Airwala,30.43629,70.94076
Aisar,32.33591,73.1876
Aiserwali,32.14101,75.01723
Aitabad Chak Eighty-eight,30.30938,71.96307
Ajabgarh,32.43989,72.94523
Ajabwala,29.79278,71.12127
Ajabwala,30.04507,70.95246
Ajaib Kathia di Tibbi,30.62698,72.50369
Ajaib Singh,29.6991,73.20802
Ajan Chak,32.21468,73.87571
Ajan Chak,32.00454,74.27208
Ajarian,32.47444,72.36455
Ajarwala,29.69021,70.53783
Ajazabad,32.33631,71.28957
Ajere,29.98711,72.84671
Ajerian di Bhaini,29.96123,72.81692
Ajitke,32.2817,73.92268
Ajitpur,30.26667,72.53333
Ajitsar,30.82012,73.57653
Ajja Bhutta,30.71538,73.77916
Ajjuwala,32.52596,74.45106
Ajjuwala Khu,30.75903,73.58799
Ajnala,32.15901,72.80224
Ajnala,32.79318,74.24065
Ajnan Chak,31.79472,74.41944
Ajnianwala,31.93477,73.77668
Ajrwala,32.67536,72.03483
Ajuwal,32.50216,73.30272
Ajwa Restaurant and marriage Garden,30.46037,70.9663
Akalgarh,32.29984,74.82297
Akalgarh,30.08836,73.62263
Akalgarh,32.04856,74.64666
Akalgarh,32.16319,74.82777
Akalgarh,30.48161,73.41542
Akalgarh,32.2141,73.39897
Akanahwala,30.86872,70.98901
Akanwali,29.76403,73.14752
Akanwali,30.23871,73.73699
Akanwali Dhani,29.76825,73.15297
Akbar,32.22872,74.37853
Akbar Ghanoke,31.86011,74.11668
Akbar Khelanwala,32.58149,71.74516
Akbar Sahu,30.58038,72.15085
Akbar Shah,30.52317,73.79694
Akbar Shah,30.81855,73.10205
Akbar Shah di Basti,29.86363,72.52459
